Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
14/10/17,2017,Ross County,Hearts,2.8,3.4,2.4,1,2,A,0,2,2,5,0,1,0,25,1,1,4,4,0,0,0,25
14/10/17,2017,Hibernian,Aberdeen,2.25,3.6,2.9,0,1,A,1,1,6,6,1,1,33,33,2,0,5,3,0,0,33,33
14/10/17,2017,Celtic,Dundee,1.1,10.0,21.0,1,0,H,1,0,7,3,1,0,50,50,0,2,3,7,0,1,50,50
13/10/17,2017,St Johnstone,Rangers,4.75,3.8,1.7,0,3,A,2,0,4,2,0,0,75,25,2,0,9,4,2,0,75,25
30/09/17,2017,Motherwell,Partick,2.1,3.25,3.5,3,0,H,2,1,4,2,1,0,60,0,0,2,2,5,0,1,60,0
30/09/17,2017,Kilmarnock,Ross County,2.6,3.25,2.7,0,2,A,0,1,3,5,0,1,0,40,1,2,2,7,0,2,0,40
30/09/17,2017,Dundee,Hearts,3.75,3.4,2.0,2,1,H,1,1,5,5,0,0,33,33,1,1,4,4,0,0,33,33
30/09/17,2017,Celtic,Hibernian,1.25,6.0,11.0,2,2,D,2,0,9,2,2,0,67,33,1,0,3,2,0,0,67,33
30/09/17,2017,Aberdeen,St Johnstone,1.55,3.75,6.5,3,0,H,2,0,5,2,1,0,67,33,1,1,5,5,0,0,67,33
29/09/17,2017,Hamilton,Rangers,6.5,4.5,1.45,1,4,A,1,2,5,6,1,1,33,0,2,0,7,4,1,0,33,0
24/09/17,2017,Motherwell,Aberdeen,4.0,3.75,1.83,0,1,A,3,0,6,1,2,0,75,0,2,0,6,4,0,0,75,0
23/09/17,2017,St Johnstone,Hamilton,1.85,3.5,4.2,2,1,H,2,0,6,2,1,0,67,33,1,1,5,5,1,1,67,33
23/09/17,2017,Ross County,Hibernian,4.75,3.6,1.73,0,1,A,0,2,3,6,0,1,0,33,1,0,5,4,0,0,0,33
23/09/17,2017,Rangers,Celtic,4.75,3.8,1.7,0,2,A,1,1,6,4,1,0,33,33,3,0,7,1,2,0,33,33
23/09/17,2017,Partick,Hearts,3.4,3.3,2.15,1,1,D,0,2,5,7,0,0,0,33,1,1,3,3,0,0,0,33
23/09/17,2017,Kilmarnock,Dundee,2.4,3.3,2.88,1,1,D,0,2,2,5,0,1,0,25,0,3,2,9,0,2,0,25
21/05/17,2016,St Johnstone,Rangers,3.25,3.3,2.2,1,2,A,2,1,3,2,0,0,44,17,2,0,5,1,1,0,44,17
