Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
05/02/2023,2022,Cambuur,Ajax,9.0,5.75,1.22,0.0,5.0,A,0,3,1,8,0,2,10,0,1,0,6,3,1,0,10,0
04/02/2023,2022,Excelsior,Waalwijk,2.63,3.6,2.55,0.0,0.0,D,2,1,4,4,1,1,56,0,0,2,2,8,0,1,56,0
04/02/2023,2022,Utrecht,Heerenveen,1.8,3.6,4.5,1.0,0.0,H,2,0,4,2,0,0,44,33,1,1,1,2,0,1,44,33
04/02/2023,2022,FC Emmen,Vitesse,2.7,3.3,2.63,2.0,2.0,D,1,0,4,3,0,0,22,67,1,1,4,3,1,0,22,67
04/02/2023,2022,Volendam,AZ Alkmaar,5.25,4.5,1.57,1.0,1.0,D,2,1,5,7,0,1,33,0,3,0,7,1,2,0,33,0
03/02/2023,2022,For Sittard,Sparta Rotterdam,2.45,3.2,2.9,0.0,0.0,D,1,1,4,4,1,1,30,20,1,0,4,1,1,0,30,20
01/02/2023,2022,Waalwijk,Go Ahead Eagles,2.25,3.6,3.0,3.0,1.0,H,2,0,5,1,2,0,44,33,1,1,3,3,1,1,44,33
29/01/2023,2022,Cambuur,For Sittard,2.3,3.4,3.1,1.0,2.0,A,0,3,0,7,0,2,11,0,1,2,5,8,0,2,11,0
29/01/2023,2022,Volendam,Groningen,2.3,3.5,3.0,3.0,2.0,H,1,2,2,7,0,2,25,0,0,3,2,6,0,1,25,0
29/01/2023,2022,Excelsior,Ajax,11.0,6.0,1.25,1.0,4.0,A,2,1,3,1,1,0,62,0,0,0,5,5,0,0,62,0
29/01/2023,2022,Twente,Feyenoord,2.88,3.2,2.55,1.0,1.0,D,2,0,5,1,2,0,89,11,2,0,6,1,2,0,89,11
28/01/2023,2022,AZ Alkmaar,Utrecht,1.67,3.8,5.25,5.0,5.0,D,2,0,6,3,1,0,50,38,1,1,6,4,1,1,50,38
28/01/2023,2022,Nijmegen,Sparta Rotterdam,2.3,3.3,3.2,1.0,1.0,D,2,0,10,3,2,0,22,67,2,0,7,0,2,0,22,67
28/01/2023,2022,Heerenveen,Vitesse,2.15,3.5,3.3,1.0,3.0,A,2,1,5,4,1,1,44,22,0,1,3,4,0,0,44,22
28/01/2023,2022,Waalwijk,FC Emmen,2.2,3.4,3.3,2.0,0.0,H,1,1,4,5,1,1,38,38,1,2,2,5,0,2,38,38
28/01/2023,2022,PSV Eindhoven,Go Ahead Eagles,1.29,6.5,9.5,2.0,0.0,H,1,1,1,1,0,0,78,11,1,0,6,4,1,0,78,11
26/01/2023,2022,Ajax,Volendam,1.13,9.5,17.0,1.0,1.0,D,0,1,3,4,0,0,50,38,1,2,4,4,1,1,50,38
26/01/2023,2022,Groningen,Cambuur,2.25,3.5,3.1,0.0,1.0,A,1,2,6,8,1,1,25,12,0,2,1,3,0,0,25,12
25/01/2023,2022,Utrecht,Excelsior,1.4,4.75,7.5,1.0,0.0,H,2,0,6,3,1,0,38,38,0,3,2,9,0,2,38,38
25/01/2023,2022,Feyenoord,Nijmegen,1.3,5.5,10.0,2.0,0.0,H,2,0,7,2,1,0,62,38,1,1,1,3,0,1,62,38
25/01/2023,2022,For Sittard,Heerenveen,2.9,3.5,2.38,2.0,0.0,H,0,2,2,5,0,1,22,22,2,0,4,1,1,0,22,22
25/01/2023,2022,Vitesse,Twente,3.6,3.5,2.05,2.0,2.0,D,1,1,2,5,0,1,12,38,1,0,2,1,0,0,12,38
25/01/2023,2022,Go Ahead Eagles,AZ Alkmaar,4.2,3.6,1.85,1.0,4.0,A,1,0,7,5,1,0,22,44,2,1,4,3,1,1,22,44
24/01/2023,2022,Sparta Rotterdam,Waalwijk,1.8,3.5,4.75,0.0,0.0,D,2,0,5,2,1,0,67,11,0,3,2,11,0,2,67,11
24/01/2023,2022,FC Emmen,PSV Eindhoven,6.5,4.75,1.44,1.0,0.0,H,0,0,3,3,0,0,12,75,1,1,6,7,0,1,12,75
22/01/2023,2022,AZ Alkmaar,For Sittard,1.3,5.75,9.0,3.0,1.0,H,1,1,4,5,0,1,43,43,1,1,5,6,0,1,43,43
22/01/2023,2022,Twente,Utrecht,1.7,4.0,4.75,2.0,0.0,H,2,0,6,1,2,0,88,12,2,0,8,3,1,0,88,12
22/01/2023,2022,Feyenoord,Ajax,2.7,3.5,2.6,1.0,1.0,D,2,0,7,2,1,0,71,29,1,0,8,5,1,0,71,29
22/01/2023,2022,Heerenveen,Groningen,1.73,3.75,5.0,3.0,1.0,H,1,2,3,5,0,1,38,25,0,2,1,3,0,0,38,25
21/01/2023,2022,PSV Eindhoven,Vitesse,1.25,5.75,11.0,1.0,0.0,H,1,1,3,1,1,0,75,12,0,0,5,5,0,0,75,12
21/01/2023,2022,Cambuur,Sparta Rotterdam,3.0,3.4,2.38,0.0,3.0,A,0,3,0,5,0,1,12,0,1,1,5,3,1,1,12,0
21/01/2023,2022,Nijmegen,FC Emmen,2.0,3.4,4.0,3.0,1.0,H,1,0,10,5,1,0,12,75,1,2,2,4,0,1,12,75
20/01/2023,2022,Excelsior,Volendam,2.38,3.8,2.7,2.0,0.0,H,2,1,3,2,0,0,57,0,1,1,5,3,1,0,57,0
15/01/2023,2022,Groningen,Feyenoord,6.0,4.5,1.5,0.0,3.0,A,1,2,8,8,1,0,29,14,2,0,6,2,2,0,29,14
